#{"t_start": 1748618611.923424, "env_id": null}
r,l,t
60.058768,50,70.372438
63.05059,50,70.401361
89.900706,50,70.430284
75.184972,50,70.459207
69.836461,50,70.48813
49.129297,50,70.517052
77.482489,50,70.544977
80.617468,50,70.5739
61.168362,50,70.602822
36.059418,50,70.631745
69.102071,50,70.659671
67.018532,50,70.688593
80.122805,50,70.717516
79.039238,50,70.745442
65.198629,50,70.773366
45.553187,50,70.802289
82.050135,50,70.830214
78.915772,50,70.859145
87.290773,50,70.887077
64.209865,50,70.916019
77.531031,50,70.944901
62.625599,50,72.135216
52.089547,50,72.170122
76.101026,50,72.206027
79.653857,50,72.245188
81.748363,50,72.285081
64.410952,50,72.323606
77.409852,50,72.356518
79.833014,50,72.385441
86.383561,50,72.414365
77.621366,50,72.442291
83.171947,50,72.470217
45.173317,50,72.499139
48.061678,50,72.528062
45.808097,50,72.557009
79.079456,50,72.585588
74.340743,50,72.615507
77.677996,50,72.644431
83.275305,50,72.673353
71.668828,50,72.702276
49.424217,50,72.731199
85.558162,50,72.759126
89.998258,50,72.788056
88.545761,50,72.815992
46.750959,50,72.854881
69.344933,50,72.88382
80.472772,50,72.911754
61.804549,50,72.93971
87.412628,50,72.968651
83.527019,50,72.997511
90.046708,50,73.026461
87.651134,50,73.055389
48.293549,50,73.083332
80.684871,50,73.113275
36.153682,50,73.14221
83.649823,50,73.171148
76.923195,50,73.199169
78.84741,50,73.22719
88.826093,50,73.256693
80.584754,50,73.284143
82.99478,50,73.31317
87.699423,50,73.342185
88.29902,50,74.499349
76.981704,50,74.53227
75.241402,50,74.585147
86.676519,50,74.634026
58.20303,50,74.671014
81.528009,50,74.701482
57.907236,50,74.732373
82.752602,50,74.763302
73.470002,50,74.793239
68.652145,50,74.823172
43.712157,50,74.852106
87.997839,50,74.882102
65.825128,50,74.912036
73.228525,50,75.069954
81.152804,50,75.101871
38.015552,50,75.132787
86.402002,50,75.164708
60.219365,50,75.195629
81.588756,50,75.226542
76.055043,50,75.255466
74.409209,50,75.285386
89.723739,50,75.314308
68.786439,50,75.343247
88.561057,50,75.374745
64.167025,50,75.404822
75.923795,50,75.433681
78.822786,50,75.461753
68.716498,50,75.49077
75.329174,50,75.519711
86.217108,50,75.548721
39.759326,50,75.575742
76.192174,50,75.606674
72.988722,50,75.636491
46.967671,50,75.665696
30.641011,50,75.695642
86.411798,50,75.733821
76.683514,50,75.764752
59.851532,50,75.794751
42.170507,50,75.824703
83.362947,50,75.857948
78.251696,50,75.887872
76.573788,50,77.101331
73.478241,50,77.142226
76.889843,50,77.180333
82.626757,50,77.21824
77.662622,50,77.262647
78.372874,50,77.297465
68.950166,50,77.326685
90.297309,50,77.355479
72.227492,50,77.386712
82.239551,50,77.416646
83.402256,50,77.444746
51.622407,50,77.474746
27.559199,50,77.502702
85.286859,50,77.53378
43.370045,50,77.562751
66.119892,50,77.592697
84.921303,50,77.626653
77.818113,50,77.656703
48.027996,50,77.685737
38.879043,50,77.71474
80.469464,50,77.74274
88.934301,50,77.772677
78.552629,50,77.801705
83.228678,50,77.830682
58.451271,50,77.860689
47.758432,50,77.899734
54.462094,50,77.929736
82.636164,50,77.958966
75.591261,50,77.987897
80.916559,50,78.017857
83.83643,50,78.048734
82.959927,50,78.077734
49.297049,50,78.106738
87.054331,50,78.138713
86.202961,50,78.167758
39.786444,50,78.195739
80.664799,50,78.224737
60.774449,50,78.253744
88.4811,50,78.282682
85.663023,50,78.310757
83.68647,50,78.339753
83.43585,50,79.614645
85.825017,50,79.654539
80.949855,50,79.697423
80.509693,50,79.735322
48.94237,50,79.785189
57.247797,50,79.828075
61.52968,50,79.857995
71.537377,50,79.887918
84.136415,50,79.917837
49.344808,50,79.952744
82.260381,50,79.983661
88.072017,50,80.014577
86.168955,50,80.045496
47.29066,50,80.092196
77.250069,50,80.123115
87.384165,50,80.154033
75.705238,50,80.185972
79.181322,50,80.218922
87.180048,50,80.251691
85.268438,50,80.281716
61.29286,50,80.311718
61.340367,50,80.345731
87.830237,50,80.377703
48.212413,50,80.407807
66.078766,50,80.437793
66.724116,50,80.467803
59.931727,50,80.514689
81.467799,50,80.543696
70.673297,50,80.572702
84.554072,50,80.60372
81.636916,50,80.632657
79.376515,50,80.781268
84.140964,50,80.811189
87.390863,50,80.840111
83.01635,50,80.872026
65.885681,50,80.901945
86.566689,50,80.929871
48.527537,50,80.958794
83.504251,50,80.988714
64.064205,50,81.017637
79.332957,50,81.04656
62.762178,50,82.211236
88.526454,50,82.252127
66.577166,50,82.294014
84.968307,50,82.325929
44.808923,50,82.364832
72.84705,50,82.399703
87.630922,50,82.429697
70.114931,50,82.458735
77.45735,50,82.487772
82.799482,50,82.516734
68.449951,50,82.5447
74.499475,50,82.57374
74.225013,50,82.601746
83.611981,50,82.629746
87.803716,50,82.658753
73.743847,50,82.685738
81.275185,50,82.7147
81.293537,50,82.743739
57.266145,50,82.772743
62.28217,50,82.800685
87.292267,50,82.829858
84.283642,50,82.872684
54.855007,50,82.903617
72.983897,50,82.932652
79.189417,50,82.96176
62.940501,50,82.990756
73.132063,50,83.019754
49.038328,50,83.047779
88.246212,50,83.075722
62.544769,50,83.104703
84.04124,50,83.139822
88.344073,50,83.16872
85.771793,50,83.196745
83.201919,50,83.226686
88.801415,50,83.255704
77.019832,50,83.28382
82.669556,50,83.311747
86.122592,50,83.340894
87.175471,50,83.370718
52.965859,50,83.398756
86.219383,50,83.426737
71.52768,50,84.556515
78.417961,50,84.588539
47.055164,50,84.618459
40.657299,50,84.660348
60.864574,50,84.69426
66.728436,50,84.729166
83.346418,50,84.761087
53.25031,50,84.790012
58.949387,50,84.818937
83.801664,50,84.84786
83.013038,50,84.877783
87.26682,50,84.905725
81.996998,50,84.934647
80.707955,50,84.962572
84.241987,50,84.990499
32.46933,50,85.018423
87.341328,50,85.045352
87.626344,50,85.074274
49.869779,50,85.103196
76.932866,50,85.133116
79.764242,50,85.16105
40.231812,50,85.189991
83.812228,50,85.217936
90.126307,50,85.246495
72.631903,50,85.274404
86.675504,50,85.327269
77.915994,50,85.358181
48.919882,50,85.388102
76.631932,50,85.417052
76.261422,50,85.447025
88.299587,50,85.474914
88.078855,50,85.504658
52.840071,50,85.533581
87.021635,50,85.563501
86.632198,50,85.591426
86.009966,50,85.621346
86.899654,50,85.651266
83.304467,50,85.681186
73.875723,50,85.709112
73.702181,50,85.738049
83.721339,50,85.767987
84.832861,50,86.970951
83.212733,50,87.008849
87.67758,50,87.045758
77.021623,50,87.101619
64.096562,50,87.140248
68.629042,50,87.172163
86.683328,50,87.202084
84.119709,50,87.232017
86.517146,50,87.396324
77.196995,50,87.425246
85.64597,50,87.454169
87.37129,50,87.483098
84.611847,50,87.514016
88.99411,50,87.562893
79.319862,50,87.597801
88.640702,50,87.626722
67.592393,50,87.657643
83.891638,50,87.686193
79.942033,50,87.716114
90.267972,50,87.745361
87.679894,50,87.774283
81.776837,50,87.804203
37.132082,50,87.833126
68.005186,50,87.862065
81.87327,50,87.893118
84.953566,50,87.923051
86.829542,50,87.951007
49.842669,50,87.981289
69.297303,50,88.010211
80.267579,50,88.039142
48.087207,50,88.068154
85.422996,50,88.100017
89.003015,50,88.129068
89.384617,50,88.160005
86.44845,50,88.189202
82.83314,50,88.219131
72.905003,50,88.248051
74.374317,50,88.276973
84.544636,50,88.305365
83.939231,50,88.33529
87.162988,50,88.364208
74.533704,50,89.568289
86.246427,50,89.602197
45.435501,50,89.651067
88.109071,50,89.68498
79.963497,50,89.719894
85.674895,50,89.763779
87.959694,50,89.793705
73.901521,50,89.822201
72.688436,50,89.851123
62.075621,50,89.87905
84.208545,50,89.91052
60.803285,50,89.939443
47.969565,50,89.968366
79.952651,50,89.997288
41.25304,50,90.025218
70.977523,50,90.054135
58.604219,50,90.083056
62.467941,50,90.112692
81.930594,50,90.140617
80.499813,50,90.21143
81.085245,50,90.240349
64.528422,50,90.26929
82.106585,50,90.298214
87.83595,50,90.327136
62.068581,50,90.357191
86.461214,50,90.386113
45.265908,50,90.439993
33.038053,50,90.468934
71.401825,50,90.496886
57.119182,50,90.524812
85.446967,50,90.553754
83.229227,50,90.582693
57.641974,50,90.611282
42.209481,50,90.639207
46.670797,50,90.692072
82.757652,50,90.720624
86.639824,50,90.749545
70.488368,50,90.778468
86.504627,50,90.80739
87.722278,50,90.835315
78.875265,50,90.865235
92.338863,50,92.008525
87.78815,50,92.037451
83.322109,50,92.070363
71.051985,50,92.105276
74.13209,50,92.141181
43.760885,50,92.186073
78.662679,50,92.217044
82.581676,50,92.246303
86.802178,50,92.276243
72.089785,50,92.305282
85.413326,50,92.334223
82.621397,50,92.385114
86.941632,50,92.417119
86.157713,50,92.445137
86.064467,50,92.473155
76.694494,50,92.501099
85.285552,50,92.530155
47.775729,50,92.558171
69.528322,50,92.586675
90.027132,50,92.615124
78.687596,50,92.643142
75.598152,50,92.696135
47.062007,50,92.726195
84.002013,50,92.754318
80.63285,50,92.784258
87.000929,50,92.81334
83.153756,50,92.984408
80.886358,50,93.013331
45.387448,50,93.042253
83.502718,50,93.071183
86.171462,50,93.101103
71.177527,50,93.129041
70.780651,50,93.159616
81.061129,50,93.189536
50.903372,50,93.218459
82.421403,50,93.247382
80.077119,50,93.277307
90.420664,50,93.306224
62.309259,50,93.336143
85.656396,50,93.365073
87.453302,50,93.394014
83.202475,50,94.66909
81.705061,50,94.710109
63.146893,50,94.743073
82.598613,50,94.782078
46.085369,50,94.814049
84.922758,50,94.849108
36.821834,50,94.8791
90.740322,50,94.908108
72.493632,50,94.942111
53.285675,50,94.97113
80.764427,50,95.000107
86.58256,50,95.029145
61.035418,50,95.058182
57.299846,50,95.087252
90.850181,50,95.135096
89.032953,50,95.180129
88.308012,50,95.213172
85.781846,50,95.257254
86.107146,50,95.293149
77.271905,50,95.322092
83.936597,50,95.351106
80.041087,50,95.380124
87.833319,50,95.40914
72.17523,50,95.440185
85.198173,50,95.469124
85.953705,50,95.497183
82.70574,50,95.526622
57.363521,50,95.554133
75.809173,50,95.583149
82.124583,50,95.611169
89.049307,50,95.640179
55.166044,50,95.682174
74.744164,50,95.724156
87.053879,50,95.753098
75.325133,50,95.783112
41.356764,50,95.812263
76.052354,50,95.841207
84.911336,50,95.871147
74.227774,50,95.900088
56.821624,50,95.952518
45.105174,50,95.982455
80.188206,50,97.096109
73.205406,50,97.128045
89.603215,50,97.162004
86.865446,50,97.205412
73.086563,50,97.243318
79.974572,50,97.280219
90.604914,50,97.310146
66.662197,50,97.340139
79.871105,50,97.369339
87.755379,50,97.399276
58.480638,50,97.445173
42.72304,50,97.4821
79.316496,50,97.510118
66.490143,50,97.539127
87.420729,50,97.568124
84.94198,50,97.597137
75.551323,50,97.62556
72.404032,50,97.666515
90.268749,50,97.709399
82.980221,50,97.738322
81.634379,50,97.767244
80.22459,50,97.797177
85.970268,50,97.82711
41.803727,50,97.858114
51.851507,50,97.889145
66.946931,50,97.919174
62.776484,50,97.951099
86.988708,50,97.982105
88.65126,50,98.01211
85.993926,50,98.043166
80.128707,50,98.073102
88.128258,50,98.10411
85.855052,50,98.135142
81.770435,50,98.165109
81.698811,50,98.198109
59.138333,50,98.229148
81.195423,50,98.259169
68.613544,50,98.290101
45.279842,50,98.320181
91.042261,50,98.351114
83.206584,50,98.380546
45.831339,50,99.468084
58.179524,50,99.505038
85.242484,50,99.540065
82.886739,50,99.735778
45.238252,50,99.764701
83.169629,50,99.793623
87.437029,50,99.823116
86.192564,50,99.853036
88.834655,50,99.881978
89.056144,50,99.910975
82.213828,50,99.951446
57.10657,50,99.992337
67.825897,50,100.021259
87.646186,50,100.050182
88.408676,50,100.079105
84.046026,50,100.107052
52.708025,50,100.135978
63.723115,50,100.164918
86.555036,50,100.210556
87.561905,50,100.243423
79.597664,50,100.272346
79.4439,50,100.301269
68.89837,50,100.331189
85.185842,50,100.361108
50.76296,50,100.390044
80.94369,50,100.420983
84.166463,50,100.473856
64.436521,50,100.504774
79.425302,50,100.535692
53.144248,50,100.565612
76.824743,50,100.594535
69.387884,50,100.624455
87.958958,50,100.654396
86.369568,50,100.68534
84.176622,50,100.737588
83.923797,50,100.766505
53.22646,50,100.795447
66.941614,50,100.824426
83.021205,50,100.85237
70.849243,50,100.881313
86.827805,50,100.909256
81.708028,50,102.04706
75.017311,50,102.085956
62.168002,50,102.114879
82.098198,50,102.143801
89.54033,50,102.172725
88.051385,50,102.201647
41.757088,50,102.235556
43.803751,50,102.264035
48.241232,50,102.29296
84.191819,50,102.321883
62.210154,50,102.350865
79.536525,50,102.379788
59.910065,50,102.407713
84.818659,50,102.45459
73.299386,50,102.489493
81.770845,50,102.518417
61.902436,50,102.546342
75.049654,50,102.575265
70.421394,50,102.604187
84.854944,50,102.633116
88.287635,50,102.661048
64.513028,50,102.689991
82.776264,50,102.720502
67.351928,50,102.748427
82.916306,50,102.77735
79.83867,50,102.806274
80.718268,50,102.834198
90.132497,50,102.864118
85.792523,50,102.892049
78.423858,50,102.921496
63.919911,50,102.949418
73.795356,50,102.980337
43.478795,50,103.009258
81.321743,50,103.03818
61.960072,50,103.067103
78.492185,50,103.095042
35.305446,50,103.123982
75.527453,50,103.152922
82.692085,50,103.180865
44.91284,50,103.220878
86.270607,50,103.249827
84.500309,50,104.393132
87.204096,50,104.447993
63.642484,50,104.4879
85.16017,50,104.516821
85.057237,50,104.559708
81.279607,50,104.592624
58.486411,50,104.62255
56.237482,50,104.651487
75.554374,50,104.680437
54.752088,50,104.709377
66.039673,50,104.741543
48.811267,50,104.770184
85.076799,50,104.799107
87.298095,50,104.828036
83.683287,50,104.857951
78.26017,50,104.8869
72.074444,50,104.915825
51.611548,50,104.944765
45.146285,50,104.972708
84.825639,50,105.005642
55.569718,50,105.03458
81.209158,50,105.223165
85.346145,50,105.292087
88.496635,50,105.328537
89.39277,50,105.359498
90.228072,50,105.389434
87.840967,50,105.420367
83.622365,50,105.450302
91.091517,50,105.483227
85.006338,50,105.534184
64.494979,50,105.563131
88.271743,50,105.591161
67.793946,50,105.62018
84.182983,50,105.649114
86.993646,50,105.677227
43.735878,50,105.736188
85.908545,50,105.791171
68.656428,50,105.820095
83.471027,50,105.848021
62.234952,50,105.877119
90.811967,50,105.9052
78.224791,50,107.050067
87.621641,50,107.09009
55.517146,50,107.125038
89.872742,50,107.154016
82.616274,50,107.183986
83.48522,50,107.226998
78.685927,50,107.259028
71.811528,50,107.288141
90.595164,50,107.317086
73.905403,50,107.345098
84.680186,50,107.374127
52.61344,50,107.403252
85.188346,50,107.432199
90.356229,50,107.46114
86.13429,50,107.489161
49.991684,50,107.541535
38.83918,50,107.583324
75.848219,50,107.612264
83.128879,50,107.642203
60.203633,50,107.670145
87.918081,50,107.698167
89.062778,50,107.727204
45.238527,50,107.77715
75.231694,50,107.809159
86.186465,50,107.838122
90.090806,50,107.867146
86.727707,50,107.897146
70.099075,50,107.926157
88.768999,50,107.956147
80.558405,50,107.985138
47.560897,50,108.031161
88.664318,50,108.065088
32.315047,50,108.095546
44.734699,50,108.12548
34.514164,50,108.156425
88.327198,50,108.18636
83.235437,50,108.217285
61.606727,50,108.247221
54.835916,50,108.300113
59.452051,50,108.329182
82.809067,50,108.358195
86.360985,50,109.493961
89.586005,50,109.530934
52.091103,50,109.570895
90.10146,50,109.607864
82.296811,50,109.644896
46.145375,50,109.676935
57.265714,50,109.70647
36.585518,50,109.738413
75.109632,50,109.779323
72.311906,50,109.828191
81.131829,50,109.881059
61.287917,50,109.910086
85.957775,50,109.939104
80.15274,50,109.968116
89.66385,50,109.997143
83.861412,50,110.047141
88.116211,50,110.077139
50.263219,50,110.106645
72.049086,50,110.135093
85.535974,50,110.18655
85.356746,50,110.244142
59.645496,50,110.278069
67.485275,50,110.306991
56.386154,50,110.335915
89.907248,50,110.364837
67.812895,50,110.392762
75.673051,50,110.421684
81.364659,50,110.44961
76.010768,50,110.47854
60.102146,50,110.507544
75.82772,50,110.56026
83.343482,50,110.588185
48.785347,50,110.639562
44.544643,50,110.670479
62.284245,50,110.699401
86.615306,50,110.728836
83.522048,50,110.758756
82.657707,50,110.790671
57.982292,50,110.843051
51.149885,50,111.014111
87.852914,50,111.045539
65.237749,50,112.191473
80.718989,50,112.229372
74.118732,50,112.267273
72.620141,50,112.301179
71.247838,50,112.341072
89.921629,50,112.370993
86.89297,50,112.399917
82.774049,50,112.428839
66.722913,50,112.457764
47.600367,50,112.486686
80.249383,50,112.515608
90.805931,50,112.547524
73.392415,50,112.575448
87.318627,50,112.604371
80.68628,50,112.633294
66.630693,50,112.66122
46.751707,50,112.690142
72.037534,50,112.719064
76.262648,50,112.747989
57.003361,50,112.777907
46.528298,50,112.807827
84.683577,50,112.83675
86.253369,50,112.864676
82.847308,50,112.893599
89.041347,50,112.92252
79.319386,50,112.950446
84.156896,50,112.979369
40.782066,50,113.008291
82.292336,50,113.055171
82.374588,50,113.088167
73.484867,50,113.11702
88.946314,50,113.145964
41.907766,50,113.173908
82.883527,50,113.202813
58.521612,50,113.231758
82.496236,50,113.27573
68.888348,50,113.329678
78.297249,50,113.35962
50.365226,50,113.410518
52.03151,50,113.439549
88.392757,50,113.468496
44.844738,50,114.569885
88.434703,50,114.600808
80.731973,50,114.633724
90.095738,50,114.663647
83.798005,50,114.707726
82.726627,50,114.739649
49.853448,50,114.768219
52.389726,50,114.804124
86.526561,50,114.833047
89.318234,50,114.860761
90.652884,50,114.889702
83.163462,50,114.917705
61.959909,50,114.946585
79.225601,50,114.974528
77.224612,50,115.002476
49.810073,50,115.032352
85.108075,50,115.061296
83.86619,50,115.090238
61.151943,50,115.118182
46.363684,50,115.147133
65.506412,50,115.175047
88.336394,50,115.203969
74.085678,50,115.231895
67.716001,50,115.260817
64.839341,50,115.290737
77.847096,50,115.319661
80.524537,50,115.348583
86.559181,50,115.376508
88.599746,50,115.405431
42.151726,50,115.433356
78.798607,50,115.46228
61.592233,50,115.490204
87.254464,50,115.519127
87.776214,50,115.549061
68.103787,50,115.578002
80.543233,50,115.605937
88.194262,50,115.634879
77.337497,50,115.663391
81.98509,50,115.691316
89.601984,50,115.719242
89.331218,50,115.748163
68.240533,50,116.844992
80.982878,50,116.873972
84.410317,50,116.921924
88.870409,50,116.952887
90.291224,50,116.987907
59.513476,50,117.023367
61.305448,50,117.054289
66.642209,50,117.089208
48.272709,50,117.1291
5.473001,50,117.158098
83.087495,50,117.186654
78.783301,50,117.216114
87.412433,50,117.24413
84.619394,50,117.27405
85.048014,50,117.326542
89.29265,50,117.356439
86.401497,50,117.564828
89.816342,50,117.593751
76.128507,50,117.622674
87.550655,50,117.651597
75.246106,50,117.679528
86.965716,50,117.708446
82.280197,50,117.737368
89.178901,50,117.76629
83.699572,50,117.79721
84.64662,50,117.82613
88.964954,50,117.878011
88.284765,50,117.907951
52.680262,50,117.936902
86.992926,50,117.966827
89.794264,50,117.995371
61.716838,50,118.024295
83.299583,50,118.053218
71.234277,50,118.084133
78.012676,50,118.113065
60.455849,50,118.142006
87.887537,50,118.170948
89.300808,50,118.199891
74.559246,50,118.228832
72.897921,50,118.258295
82.174605,50,118.288214
84.880508,50,119.430098
62.305429,50,119.489062
63.841552,50,119.519059
60.829375,50,119.550009
65.971879,50,119.582081
87.33489,50,119.614063
38.055832,50,119.643026
86.436166,50,119.672122
64.577978,50,119.700147
75.31813,50,119.728166
89.971285,50,119.757107
85.743281,50,119.786138
51.193781,50,119.843154
47.545148,50,119.872108
82.188336,50,119.900125
87.083211,50,119.929144
88.150204,50,119.957175
87.73302,50,119.986195
69.690528,50,120.014127
56.674073,50,120.043144
85.840898,50,120.096104
47.558659,50,120.124082
89.180607,50,120.152112
62.791616,50,120.181129
64.468519,50,120.209146
86.288014,50,120.23816
72.357668,50,120.267112
91.825955,50,120.296124
61.244027,50,120.348112
81.754981,50,120.377141
81.598225,50,120.406172
83.010097,50,120.435127
80.43828,50,120.463155
49.258454,50,120.49217
89.206841,50,120.52019
81.038601,50,120.549167
87.865761,50,120.600142
63.50329,50,120.629167
69.399314,50,120.657122
79.43321,50,120.686005
89.436848,50,120.714057
84.003462,50,121.889077
85.166455,50,121.932057
81.02073,50,121.967048
68.201197,50,122.006526
89.743413,50,122.045043
74.47976,50,122.076063
86.317733,50,122.105047
86.235947,50,122.134087
88.649703,50,122.185051
83.146828,50,122.214971
50.30394,50,122.243893
78.691465,50,122.272802
83.87941,50,122.301749
86.878482,50,122.334523
77.450021,50,122.363453
83.083368,50,122.392368
80.493697,50,122.421291
89.441427,50,122.451229
90.066341,50,122.480154
82.48267,50,122.508078
75.556637,50,122.537999
67.078509,50,122.567919
83.717344,50,122.614792
79.679757,50,122.647706
81.398993,50,122.67563
66.844885,50,122.703556
80.807695,50,122.732478
88.378735,50,122.760403
87.709738,50,122.789327
89.054398,50,122.83022
92.163421,50,122.874099
61.685211,50,122.919975
71.684518,50,122.952887
76.149104,50,122.981812
69.194097,50,123.155527
62.895293,50,123.184449
69.790231,50,123.213373
63.107042,50,123.242815
48.597361,50,123.272676
80.161544,50,123.30214
85.736116,50,123.333071
